semester;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
;;;;;;;;;;;;;;;;;;;;
1;20141107T000000;335000;3;1.75;2390;30409;1;0;0;3;7;1560;830;1953;0;98168;474.789;-122.296;1750;13500
;;;;;;;;;;;;;;;;;;;;
1;20141107T000000;370000;3;2.5;1980;6922;2;0;0;5;8;1980;0;1991;0;98031;47.396;-122.184;2090;7697
1;20141107T000000;287000;3;2.5;1600;6315;2;0;0;3;8;1600;0;2013;0;98092;472.611;-122.198;1608;4300
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141108T000000;450000;3;1.75;1160;6120;1;0;0;3;7;1040;120;1941;0;98115;476.926;-122.287;1530;6120
1;20141108T000000;325000;3;1.5;1310;2998;2;0;0;3;7;1310;0;1998;0;98144;475.873;-122.299;1310;2997
;;;;;;;;;;;;;;;;;;;;
1;20141108T000000;310000;3;2.5;2242;5744;2;0;0;3;8;2242;0;2012;0;98092;472.597;-122.199;2009;5712
1;20141109T000000;373000;3;2.5;2990;6771;1;0;0;3;7;1550;1440;2003;0;98106;475.237;-122.353;1800;6771
1;20141109T000000;607000;3;2.5;2470;9226;2;0;0;3;9;2470;0;1991;0;98072;477.439;-122.17;2820;11013
1;20141109T000000;346000;3;1.75;1590;9636;1.5;0;0;4;6;1590;0;1953;0;98155;47.754;-122.321;1800;9975
1;20141110T000000;580500;3;2.5;2320;3980;2;0;0;3;8;2320;0;2003;0;98027;475.391;-122.07;2580;3980
1;20141110T000000;535000;3;1;1090;3000;1.5;0;0;4;8;1090;0;1929;0;98117;476.889;-122.375;1570;5080
1;20141110T000000;1.03e+006;3;2.5;3545;9816;1;0;0;3;10;2610;935;2005;0;98027;475.534;-122.078;3630;7704
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;400000;3;1;1130;4100;1;0;0;3;7;990;140;1941;0;98117;476.856;-122.385;1800;4100
1;20141110T000000;467000;3;2.5;1690;6642;2;0;0;3;7;1690;0;2004;0;98053;476.793;-122.033;2120;5080
1;20141110T000000;521000;3;1.75;1730;18250;1;0;0;3;8;1730;0;1988;0;98011;47.737;-122.201;2180;10027
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;520000;3;2.5;2280;58712;2.5;0;3;3;9;2280;0;1987;0;98010;473.053;-122;2240;24332
1;20141110T000000;350000;3;1;940;7811;1;0;0;3;6;940;0;1959;0;98008;476.195;-122.118;1180;7490
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;640000;3;1;1210;3720;2;0;0;4;8;1210;0;1930;0;98112;476.317;-122.301;1560;6000
1;20141110T000000;1.25e+006;3;2.5;3670;18505;1;0;4;3;10;2530;1140;1983;0;98177;477.588;-122.376;2920;20000
1;20141110T000000;415000;2;1;980;4108;1;0;0;3;7;980;0;1947;0;98117;47.687;-122.381;1500;4046
1;20141110T000000;354000;2;1;850;5225;1;0;0;3;7;850;0;1949;0;98126;475.311;-122.38;1230;5225
1;20141110T000000;600000;2;1;1110;3500;1.5;0;0;3;6;970;140;1912;0;98102;476.453;-122.327;1884;1778
1;20141110T000000;700000;3;1.75;2100;5000;1.5;0;0;3;8;2100;0;1916;0;98117;476.776;-122.36;1830;4200
1;20141110T000000;250000;2;1.5;1160;1086;2;0;0;3;7;890;270;2006;0;98155;47.768;-122.315;1160;1086
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;390000;3;2.5;2770;8820;1;0;0;3;7;1900;870;1980;2004;98038;473.685;-122.048;1850;10920
1;20141110T000000;713500;3;2;1720;4200;2;0;0;3;8;1720;0;1908;1992;98112;476.285;-122.301;1720;4200
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;898000;2;1.75;1490;9874;1;0;0;4;7;1490;0;1963;0;98004;476.246;-122.199;2280;9869
1;20141110T000000;1.24e+006;3;2.5;2660;1973;3;0;3;3;9;1870;790;2007;0;98119;476.264;-122.364;1640;1369
1;20141110T000000;234000;3;1;1240;239144;1;0;0;3;6;1240;0;1921;1992;98038;474.303;-122.046;1990;109335
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;373000;3;1;1290;8974;1;0;0;5;7;1290;0;1976;0;98072;47.74;-122.173;1540;7500
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;700000;3;2;1940;4500;1;0;3;3;7;1090;850;1926;0;98107;476.659;-122.359;1700;4500
1;20141110T000000;277700;2;1.5;1240;1055;2;0;0;3;8;1200;40;1967;0;98008;476.104;-122.112;1410;1340
1;20141110T000000;195000;3;2;1230;8235;1.5;0;0;3;6;1230;0;1959;0;98168;474.853;-122.304;1080;10281
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;218000;3;1;980;12812;1;0;0;3;7;980;0;1956;0;98168;474.892;-122.306;1430;8986
1;20141110T000000;447000;3;2.25;1520;14080;2;0;0;3;7;1520;0;1984;0;98074;476.273;-122.059;1530;9758
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;145000;2;1;800;8125;1;0;0;3;6;800;0;1964;0;98033;476.836;-122.174;2390;8125
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;338950;3;1.75;1610;22496;1;0;0;4;7;1610;0;1974;0;98042;473.443;-122.073;2050;35772
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;468000;2;1.75;1250;7029;1;0;0;4;7;1250;0;1986;0;98033;476.936;-122.186;1680;8470
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;210000;3;1;1040;8125;1;0;0;3;7;1040;0;1956;0;98003;473.171;-122.316;1200;9375
1;20141110T000000;720000;3;2.75;2440;76531;1;0;0;3;10;1640;800;1980;0;98072;477.672;-122.161;1890;10042
1;20141110T000000;338000;3;1.75;1250;7710;1;0;0;4;7;1250;0;1947;0;98155;477.623;-122.317;1340;7710
1;20141110T000000;330000;3;1;1070;10563;1;0;0;3;7;1070;0;1969;0;98072;477.687;-122.166;1840;9638
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;824000;2;1;1210;8400;1;0;0;3;8;780;430;2000;0;98199;476.503;-122.393;1860;6000
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;187000;2;1.75;1020;10346;1;0;0;4;6;1020;0;1983;0;98022;471.958;-122.002;1160;8610
1;20141110T000000;439000;2;1.75;1620;113862;1.5;0;0;3;7;1620;0;1995;0;98045;474.821;-121.719;1560;54806
1;20141110T000000;2,00E+06;3;3.25;2610;16387;2;1;4;3;9;2610;0;2006;0;98125;477.175;-122.278;2590;12958
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;339300;3;2;970;10000;1;0;0;5;7;970;0;1972;0;98074;476.205;-122.063;1230;7500
1;20141110T000000;264500;3;1.5;1580;14040;1;0;0;3;7;1050;530;1980;0;98001;472.932;-122.267;2240;12000
1;20141110T000000;240000;3;2.5;1620;5250;2;0;0;3;8;1620;0;1987;0;98003;473.538;-122.301;1650;5250
1;20141110T000000;438200;2;2;1600;5643;1;0;0;3;7;1600;0;1954;0;98115;476.968;-122.279;1600;5746
1;20141110T000000;362000;3;1.75;1120;9730;1;0;0;3;7;1120;0;1944;1989;98011;477.372;-122.221;2530;8717
1;20141110T000000;1.26e+006;3;3;3230;8625;2;0;3;3;10;2220;1010;1998;0;98116;47.562;-122.404;2330;6022
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;279000;3;2.5;2010;11618;2;0;0;3;7;2010;0;1990;0;98022;471.956;-121.985;1550;9354
1;20141110T000000;425000;3;1.75;1610;144619;1;0;0;3;7;1610;0;1977;0;98024;475.659;-121.863;2220;144619
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;523000;3;1;1440;8681;1.5;0;0;3;7;1440;0;1937;0;98115;476.976;-122.283;1700;7770
1;20141110T000000;520000;3;1.75;1430;53628;2;0;0;3;8;1430;0;1985;0;98024;475.577;-121.891;2100;53628
1;20141110T000000;208000;3;1.5;1210;7247;1;0;0;4;7;1210;0;1967;0;98003;47.328;-122.321;1370;7869
1;20141110T000000;135900;2;1;760;3800;1;0;0;3;6;760;0;1950;0;98178;475.019;-122.269;1220;7410
;;;;;;;;;;;;;;;;;;;;
1;20141110T000000;385000;3;3.5;1370;1540;2;0;0;3;8;1100;270;2006;0;98116;475.638;-122.388;1370;915
1;20141110T000000;469950;3;2;1820;1357;3;0;0;3;9;1820;0;2014;0;98126;475.432;-122.376;1710;1372
1;20141110T000000;290000;3;2.5;1420;3542;2;0;0;3;8;1310;110;2007;0;98133;477.731;-122.343;1180;1622
1;20141110T000000;370000;2;1;780;1133;2;0;0;3;7;780;0;2009;0;98144;475.924;-122.295;1130;1270
1;20141110T000000;440000;3;2.5;1650;4929;2;0;0;3;7;1520;130;2007;0;98108;475.634;-122.298;1520;2287
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;315000;2;1;840;5087;1;0;0;3;7;840;0;1925;0;98118;475.557;-122.278;1590;5087
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;256000;3;2.5;1480;7200;2;0;0;5;7;1480;0;1995;0;98010;473.126;-122.023;1350;7200
1;20141111T000000;1,32E+11;3;3.25;3440;4080;2;0;0;3;9;2560;880;2005;0;98105;476.644;-122.28;3110;4080
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;555565;3;2;1670;11337;1;0;1;4;7;1670;0;1959;0;98033;476.602;-122.188;2210;11337
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;462600;3;1.75;1430;11761;1;0;0;4;8;1430;0;1964;0;98052;476.686;-122.157;2040;10035
1;20141111T000000;670000;3;3;2980;3730;2;0;0;3;9;2980;0;2005;0;98029;475.533;-121.995;2710;3640
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;250000;3;2.5;1790;6191;2;0;0;3;8;1790;0;1992;0;98031;474.102;-122.195;1790;6758
1;20141111T000000;252000;3;2.5;1680;8284;2;0;0;3;7;1680;0;1989;0;98038;473.609;-122.048;1550;8284
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;515000;2;1.5;1400;5000;1;0;0;4;7;1150;250;1904;0;98107;476.681;-122.362;1530;4200
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;240000;3;1.75;1380;7500;1;0;0;3;7;1380;0;1988;0;98038;473.628;-122.045;1530;7500
1;20141111T000000;200000;2;1.75;1320;13052;1.5;0;0;3;7;1320;0;1980;0;98014;47.712;-121.352;1320;13052
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;577000;3;1.5;1560;20251;1;0;0;5;7;1200;360;1989;0;98074;47.619;-122.054;1560;19119
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;825000;3;2.5;3280;26413;1;0;3;3;11;2670;610;1985;0;98074;476.395;-122.05;3280;25211
1;20141111T000000;399000;3;1.75;1170;8148;1;0;0;3;7;1170;0;1952;0;98155;477.479;-122.318;1200;8147
1;20141111T000000;165000;3;1;1010;7690;1;0;0;4;6;1010;0;1958;0;98058;474.501;-122.176;1010;7619
1;20141111T000000;220000;3;1.75;1290;8250;1;0;0;3;7;1290;0;1983;0;98001;473.353;-122.27;1410;7823
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;362000;3;2.5;2310;7485;2;0;0;3;8;2310;0;1986;0;98058;47.439;-122.135;2310;8142
1;20141111T000000;283000;3;2.25;2130;8800;1;0;0;3;8;1270;860;1978;0;98030;47.383;-122.168;1960;8075
1;20141111T000000;380000;2;2;1120;780;2;0;0;3;8;760;360;2004;0;98116;475.788;-122.41;1120;1322
1;20141111T000000;457000;3;1.75;1690;6375;1;0;0;3;8;1690;0;1903;2002;98024;475.247;-121.926;1270;7774
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;590000;3;2.25;2490;8800;2;0;0;4;8;2490;0;1975;0;98006;475.666;-122.132;2690;10000
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;174900;3;1;1100;6000;1.5;0;0;2;6;1100;0;1926;0;98108;475.279;-122.318;960;5880
1;20141111T000000;450000;3;1.75;1350;7200;1;0;0;5;7;1350;0;1954;0;98125;47.713;-122.284;1100;7200
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;329950;3;2.5;1300;812;2;0;0;3;8;880;420;2008;0;98144;475.893;-122.317;1300;824
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141111T000000;399950;3;2.5;3087;5002;2;0;0;3;8;3087;0;2014;0;98023;472.974;-122.349;2927;5183
1;20141112T000000;297000;3;2.5;1940;14952;2;0;0;3;8;1940;0;1994;0;98042;473.777;-122.165;2030;10450
1;20141112T000000;330000;3;1;980;7000;1;0;0;3;6;980;0;1953;0;98133;477.617;-122.357;1220;7000
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;231500;2;1;1200;9488;1;0;0;5;7;1200;0;1941;0;98168;474.832;-122.299;1200;9488
1;20141112T000000;252000;3;2;1340;5670;2;0;0;3;6;1340;0;1994;0;98055;474.498;-122.194;1290;4892
1;20141112T000000;220000;3;1;1660;21514;1;0;0;4;7;1660;0;1973;0;98022;472.159;-121.964;1660;21600
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;493000;3;2.25;1790;11393;1;0;0;3;8;1790;0;1978;0;98052;476.297;-122.099;2290;11894
1;20141112T000000;284700;3;1;1700;8645;1;0;0;3;6;1700;0;1955;0;98146;474.899;-122.337;1500;7980
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;281000;3;1;1340;21336;1.5;0;0;4;5;1340;0;1945;0;98032;474.023;-122.273;1340;37703
1;20141112T000000;425000;2;1;1070;6625;1;0;0;3;7;830;240;1950;0;98116;475.736;-122.393;1310;6625
1;20141112T000000;468000;3;2;1570;6300;1;0;0;3;7;820;750;1953;2005;98118;475.565;-122.275;1510;4281
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;550000;3;1.75;1840;9401;1;0;0;3;8;1840;0;1971;0;98075;475.847;-122.075;2850;14323
1;20141112T000000;259950;3;1.5;1240;9500;1;0;0;4;7;1240;0;1955;0;98166;474.756;-122.35;1845;10125
1;20141112T000000;235000;3;1.5;1660;8738;1;0;0;4;7;1080;580;1959;0;98002;473.117;-122.208;1500;8466
1;20141112T000000;395000;2;1.5;1010;3060;1;0;0;4;7;1010;0;1918;0;98103;476.897;-122.354;1160;4080
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;449950;3;2;1880;3048;2;0;0;4;7;1880;0;1902;0;98122;476.031;-122.303;1680;3600
1;20141112T000000;376000;3;2.25;1470;9140;2;0;2;3;7;1470;0;1982;0;98133;477.162;-122.349;1400;8204
1;20141112T000000;275000;3;1;1320;11090;1;0;0;3;7;1320;0;1955;0;98155;477.748;-122.304;1320;8319
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;379500;3;1;1110;7128;1;0;0;3;7;1110;0;1980;0;98052;476.968;-122.124;1510;7107
1;20141112T000000;465000;3;2.25;2560;117176;1;0;0;4;9;1280;1280;1977;0;98027;474.655;-122.033;2760;57063
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;300000;2;1;1100;4010;1.5;0;0;5;6;1100;0;1920;0;98106;475.296;-122.351;980;4501
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;196700;2;1;1090;9994;1;0;0;3;7;1090;0;1954;0;98168;474.761;-122.287;1090;11700
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;399000;2;1;790;4000;1;0;0;3;6;790;0;1948;0;98115;476.844;-122.289;990;5000
1;20141112T000000;450000;3;2;2320;17688;1;0;0;3;8;2320;0;1952;1994;98166;474.519;-122.363;1610;14482
1;20141112T000000;402300;3;1.75;1480;4050;1;0;0;3;7;870;610;1926;0;98115;47.681;-122.304;1350;4500
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;329000;2;1;940;7700;1;0;0;4;6;940;0;1916;0;98133;477.067;-122.354;1290;7375
1;20141112T000000;415000;2;1.75;1550;4257;1;0;3;3;7;830;720;1953;0;98136;475.274;-122.384;1920;5100
1;20141112T000000;396500;3;1;1710;5110;1;0;0;3;7;1100;610;1954;0;98126;475.256;-122.379;1310;5110
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;395000;3;2;1470;10125;1;0;0;4;7;1470;0;1962;0;98011;477.751;-122.222;1440;10125
1;20141112T000000;365000;2;1.5;1160;8060;1;0;0;4;7;1160;0;1950;0;98136;475.146;-122.386;1500;8060
1;20141112T000000;524950;2;2.5;1830;2856;2;0;0;3;7;1830;0;2005;0;98029;475.524;-121.996;1850;2667
1;20141112T000000;475000;3;1.75;2270;13000;1;0;0;5;8;2270;0;1968;0;98058;474.474;-122.144;2440;10000
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;476800;3;1.75;1900;43700;1.5;0;0;4;6;1900;0;1919;0;98052;477.265;-122.136;2070;43995
1;20141112T000000;179950;3;1;920;4875;1;0;0;5;6;920;0;1969;0;98042;473.648;-122.081;960;5200
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;357500;3;1;1000;4080;1;0;0;4;7;740;260;1945;0;98126;475.351;-122.381;1480;4080
1;20141112T000000;465000;3;3.25;1510;1850;2;0;2;3;8;1230;280;2001;0;98107;476.683;-122.362;1540;1840
1;20141112T000000;732500;3;2.5;2470;10321;2;0;0;3;9;2470;0;1988;0;98052;476.694;-122.141;2450;8440
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;399000;3;1;990;4250;1;0;0;4;7;840;150;1924;0;98136;475.392;-122.39;990;4500
1;20141112T000000;129888;2;1;710;9900;1;0;0;3;6;710;0;1943;0;98166;47.479;-122.339;1070;9900
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;155000;3;1;1300;6098;1;0;0;3;7;1300;0;2013;0;98014;477.074;-121.364;1300;6849
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;1.05e+006;2;2.5;2350;2390;3;0;2;3;10;2000;350;2007;0;98144;475.999;-122.286;1950;2390
1;20141112T000000;653500;2;2.5;1680;1240;2;0;0;3;8;1120;560;2014;0;98102;476.372;-122.324;2060;3630
1;20141112T000000;650000;3;2.5;2870;7288;2;0;0;3;9;2870;0;2012;0;98011;477.745;-122.225;2870;5998
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;663000;3;2.5;1910;5125;2;0;0;3;9;1910;0;2006;0;98029;475.481;-121.995;1910;3215
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;659000;3;2.5;3090;384634;2;0;0;3;8;3090;0;2007;0;98019;477.072;-121.927;2200;292645
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141112T000000;490000;3;2.25;1500;1290;2;0;0;3;8;1220;280;2006;0;98117;476.785;-122.375;1460;1375
1;20141113T000000;247000;3;2;1270;7198;1.5;0;0;3;7;1270;0;1916;2013;98022;472.086;-121.996;1160;7198
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;1.3e+006;3;3.25;3400;5979;2;0;0;4;9;2290;1110;1937;0;98105;476.585;-122.273;3090;6435
1;20141113T000000;341500;3;1.5;1130;7223;1;0;0;4;7;1130;0;1961;0;98056;475.089;-122.189;1320;7356
1;20141113T000000;166600;3;1.75;1150;8690;1;0;0;4;7;1150;0;1977;0;98042;473.729;-122.115;1330;7040
1;20141113T000000;472800;3;2.25;1840;8400;1;0;0;3;8;1290;550;1961;0;98006;475.497;-122.172;2110;8400
1;20141113T000000;455000;3;2.5;2090;8653;2;0;0;3;8;2090;0;1989;0;98011;477.498;-122.184;2090;6396
1;20141113T000000;449000;2;1.75;1510;6852;1;0;0;3;8;1510;0;2005;0;98053;477.073;-122.012;1510;5912
1;20141113T000000;340000;3;2.5;1240;1115;3;0;0;3;8;1240;0;2003;0;98103;476.985;-122.34;1410;1355
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;200000;1;0.75;680;9600;1;0;0;3;5;680;0;1947;0;98115;476.964;-122.306;1580;6624
1;20141113T000000;210000;3;1.75;1260;6223;1;0;0;3;7;820;440;1983;0;98042;473.574;-122.158;1260;6553
1;20141113T000000;210000;3;1;1200;7500;1;0;0;3;6;1200;0;1905;1989;98178;474.921;-122.275;1010;7000
1;20141113T000000;430000;3;2.5;2030;7770;2;0;0;3;8;2030;0;2003;0;98024;475.253;-121.93;1360;10782
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;205000;3;1;1130;7014;1;0;0;3;7;1130;0;1954;0;98168;474.743;-122.274;1440;9350
1;20141113T000000;245000;2;1.5;1450;6258;1;0;0;4;8;1450;0;1983;0;98198;473.785;-122.322;1460;5375
1;20141113T000000;545000;3;2.5;1990;5149;2;0;0;3;8;1990;0;2003;0;98075;475.895;-122.019;2280;4506
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;415000;3;2.5;1280;5040;2;0;0;4;7;1280;0;1985;0;98118;475.611;-122.276;1500;5040
1;20141113T000000;490000;3;1.75;1660;8208;1;0;0;4;8;1660;0;1965;0;98005;475.919;-122.154;2210;11000
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;720000;2;1;1580;2199;2;0;2;3;8;1580;0;1921;1995;98103;476.541;-122.329;2170;4405
1;20141113T000000;580000;3;2.5;2150;7484;2;0;0;3;8;2150;0;1988;0;98074;476.191;-122.043;2150;6879
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;435000;3;2.5;3380;7074;2;0;0;3;8;2200;1180;1999;0;98019;477.462;-121.978;2060;6548
1;20141113T000000;270000;2;1;1040;5700;1;0;0;3;6;1040;0;1922;0;98118;47.519;-122.26;1380;5700
1;20141113T000000;275000;3;1.5;1510;16200;1;0;0;3;7;1510;0;1970;0;98031;473.926;-122.167;1650;13950
1;20141113T000000;284000;2;1;860;7204;1;0;0;3;7;860;0;1918;0;98106;475.361;-122.351;1200;7500
1;20141113T000000;415000;3;2.5;2420;10733;2;0;0;3;8;2420;0;1996;0;98038;473.835;-122.035;1950;8534
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;163250;2;1;770;8150;1;0;0;3;6;770;0;1951;0;98118;475.324;-122.275;1140;8550
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;350000;2;1;940;5000;1;0;0;3;7;940;0;1950;0;98155;477.518;-122.279;1800;7400
1;20141113T000000;549950;3;2.5;2380;2500;3;0;3;3;9;2380;0;1988;0;98126;475.734;-122.375;2270;5000
1;20141113T000000;510000;2;1;1390;5544;1;0;0;3;7;930;460;1947;0;98105;476.696;-122.267;1710;6200
1;20141113T000000;310000;2;1.5;1040;83199;1;0;0;4;7;870;170;1965;0;98070;474.222;-122.443;1760;75794
1;20141113T000000;510000;3;1.75;1370;6700;1;0;0;3;8;1370;0;1940;2012;98117;476.982;-122.362;1180;6694
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;275000;2;1;680;4190;1;0;0;2;5;680;0;1906;0;98103;476.901;-122.358;1070;4175
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;128000;2;1;980;5393;1;0;0;3;6;980;0;1969;0;98042;473.674;-122.081;980;5200
1;20141113T000000;210500;3;1;1840;10178;1;0;0;3;7;1040;800;1960;0;98198;473.979;-122.317;2040;10660
1;20141113T000000;227950;3;1.5;1120;11430;1;0;0;4;7;1120;0;1963;0;98031;474.105;-122.194;1790;8760
1;20141113T000000;595000;3;1.75;2060;3600;1.5;0;0;3;7;1180;880;1905;1985;98119;476.389;-122.371;1730;2475
1;20141113T000000;400000;3;1.5;1510;8360;1;0;0;3;7;1120;390;1960;0;98007;476.119;-122.133;1700;8360
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;580000;3;2.5;1910;11550;1.5;0;0;3;8;1910;0;2003;0;98074;476.213;-122.064;2230;11550
1;20141113T000000;238950;2;1;1190;11400;1;0;0;3;7;1190;0;1951;0;98178;475.012;-122.265;1410;11400
1;20141113T000000;600000;2;2;990;5416;1;0;0;3;6;990;0;1935;0;98122;47.604;-122.311;1650;3360
1;20141113T000000;312620;3;2.5;1260;11877;1;0;0;3;7;1260;0;1975;0;98045;474.442;-121.762;1430;9790
1;20141113T000000;315000;2;1;2080;14659;1;0;0;3;7;1040;1040;1960;0;98178;474.858;-122.231;1920;15208
1;20141113T000000;276000;3;2;1450;8928;1;0;0;3;7;1450;0;1998;0;98042;473.637;-122.075;2050;8523
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;370000;3;1.5;1320;7201;1;0;0;3;7;1320;0;1971;0;98034;477.126;-122.211;1380;7201
1;20141113T000000;206990;3;1;1330;9620;1;0;0;5;6;1330;0;1976;0;98092;473.174;-122.127;1300;10360
1;20141113T000000;378000;3;1.5;1000;6914;1;0;0;3;7;1000;0;1947;0;98125;477.144;-122.319;1000;6947
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;550000;3;2;1390;2688;1.5;0;0;5;7;1390;0;1915;0;98117;476.783;-122.366;1440;2900
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;239000;2;2;1470;2052;1.5;0;0;3;7;1470;0;1986;0;98003;473.086;-122.328;1470;2052
1;20141113T000000;425000;2;1;790;5024;1;0;0;4;7;790;0;1941;0;98117;476.833;-122.395;1330;5024
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;325000;2;1;790;6000;1;0;0;3;7;790;0;1948;0;98118;475.543;-122.273;960;6000
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;390000;3;1;950;3621;1;0;0;4;6;950;0;1947;0;98144;47.575;-122.289;1540;4080
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20141113T000000;309950;3;2.25;1990;6350;2;0;0;3;7;1990;0;1967;0;98198;473.822;-122.316;1220;6250
